row;col;r;c;value;status
"Costa de Garraf";03/2017;6;102;;z
"Costa de Garraf";02/2017;6;103;;z
"Costa de Garraf";01/2017;6;104;;z
"Costa de Garraf";12/2016;6;105;;z
"Costa de Garraf";11/2016;6;106;;z
"Costa de Garraf";10/2016;6;107;;z
"Costa de Garraf";09/2016;6;108;;z
"Costa de Garraf";08/2016;6;109;;z
"Costa de Garraf";07/2016;6;110;;z
"Costa de Garraf";06/2016;6;111;;z
"Costa de Garraf";05/2016;6;112;;z
"Costa de Garraf";04/2016;6;113;;z
"Costa de Garraf";03/2016;6;114;;z
"Costa de Garraf";02/2016;6;115;;z
"Costa de Garraf";01/2016;6;116;;z
"Costa de Garraf";12/2015;6;117;;z
"Costa de Garraf";11/2015;6;118;;z
"Costa de Garraf";10/2015;6;119;;z
"Costa de Garraf";09/2015;6;120;;z
"Costa de Garraf";08/2015;6;121;;z
"Costa de Garraf";07/2015;6;122;;z
"Costa de Garraf";06/2015;6;123;;z
"Costa de Garraf";05/2015;6;124;;z
"Costa de Garraf";04/2015;6;125;;z
"Costa de Garraf";03/2015;6;126;;z
"Costa de Garraf";02/2015;6;127;;z
"Costa de Garraf";01/2015;6;128;;z
"Costa de Garraf";12/2014;6;129;;z
"Costa de Garraf";11/2014;6;130;;z
"Costa de Garraf";10/2014;6;131;;z
"Costa de Garraf";09/2014;6;132;;z
"Costa de Garraf";08/2014;6;133;;z
"Costa de Garraf";07/2014;6;134;;z
"Costa de Garraf";06/2014;6;135;;z
"Costa de Garraf";05/2014;6;136;;z
"Costa de Garraf";04/2014;6;137;;z
"Costa de Garraf";03/2014;6;138;;z
"Costa de Garraf";02/2014;6;139;;z
"Costa de Garraf";01/2014;6;140;;z
"Costa de Garraf";12/2013;6;141;;z
"Costa de Garraf";11/2013;6;142;;z
"Costa de Garraf";10/2013;6;143;;z
"Costa de Garraf";09/2013;6;144;;z
"Costa de Garraf";08/2013;6;145;;z
"Costa de Garraf";07/2013;6;146;;z
"Costa de Garraf";06/2013;6;147;;z
"Costa de Garraf";05/2013;6;148;;z
"Costa de Garraf";04/2013;6;149;;z
"Costa de Garraf";03/2013;6;150;;z
"Costa de Garraf";02/2013;6;151;;z
"Costa de Garraf";01/2013;6;152;;z
"Costa de Garraf";12/2012;6;153;;z
"Costa de Garraf";11/2012;6;154;;z
"Costa de Garraf";10/2012;6;155;;z
"Costa de Garraf";09/2012;6;156;;z
"Costa de Garraf";08/2012;6;157;;z
"Costa de Garraf";07/2012;6;158;;z
"Costa de Garraf";06/2012;6;159;;z
"Costa de Garraf";05/2012;6;160;;z
"Costa de Garraf";04/2012;6;161;;z
"Costa de Garraf";03/2012;6;162;;z
"Costa de Garraf";02/2012;6;163;;z
"Costa de Garraf";01/2012;6;164;;z
"Costa de Garraf";12/2011;6;165;29,2;
"Costa de Garraf";11/2011;6;166;46,3;
"Costa de Garraf";10/2011;6;167;54,9;
"Costa de Garraf";09/2011;6;168;73,3;
"Costa de Garraf";08/2011;6;169;71;
"Costa de Garraf";07/2011;6;170;68,3;
"Costa de Garraf";06/2011;6;171;62,2;
"Costa de Garraf";05/2011;6;172;55,9;
"Costa de Garraf";04/2011;6;173;51,4;
"Costa de Garraf";03/2011;6;174;45,4;
"Costa de Garraf";02/2011;6;175;47;
"Costa de Garraf";01/2011;6;176;31,7;
"Costa de Garraf";12/2010;6;177;32,3;
"Costa de Garraf";11/2010;6;178;42,3;
"Costa de Garraf";10/2010;6;179;54,8;
"Costa de Garraf";09/2010;6;180;62,8;
"Costa de Garraf";08/2010;6;181;69,1;
"Costa de Garraf";07/2010;6;182;64,5;
"Costa de Garraf";06/2010;6;183;53,3;
"Costa de Garraf";05/2010;6;184;50,4;
"Costa de Garraf";04/2010;6;185;49,2;
"Costa de Garraf";03/2010;6;186;40,9;
"Costa de Garraf";02/2010;6;187;45,4;
"Costa de Garraf";01/2010;6;188;28,8;
"Costa de Garraf";12/2009;6;189;30,6;
"Costa de Garraf";11/2009;6;190;38,5;
"Costa de Garraf";10/2009;6;191;48,2;
"Costa de Garraf";09/2009;6;192;55,2;
"Costa de Garraf";08/2009;6;193;65;
"Costa de Garraf";07/2009;6;194;61,3;
"Costa de Garraf";06/2009;6;195;52,3;
"Costa de Garraf";05/2009;6;196;51;
"Costa de Garraf";04/2009;6;197;44,6;
"Costa de Garraf";03/2009;6;198;39,3;
"Costa de Garraf";02/2009;6;199;45;
"Costa de Garraf";01/2009;6;200;35,2;
"Costa de Garraf";12/2008;6;201;31,9;
"Costa de Garraf";11/2008;6;202;42,6;
"Costa de Garraf";10/2008;6;203;54,3;
"Costa de Garraf";09/2008;6;204;58,4;
"Costa de Garraf";08/2008;6;205;65,4;
"Costa de Garraf";07/2008;6;206;67,2;
"Costa de Garraf";06/2008;6;207;61,8;
"Costa de Garraf";05/2008;6;208;57;
"Costa de Garraf";04/2008;6;209;55,9;
"Costa de Garraf";03/2008;6;210;50,5;
"Costa de Garraf";02/2008;6;211;57,2;
"Costa de Garraf";01/2008;6;212;45,6;
"Costa de Garraf";12/2007;6;213;45,3;
"Costa de Garraf";11/2007;6;214;58,9;
"Costa de Garraf";10/2007;6;215;70,4;
"Costa de Garraf";09/2007;6;216;71,1;
"Costa de Garraf";08/2007;6;217;77,2;
"Costa de Garraf";07/2007;6;218;70,7;
"Costa de Garraf";06/2007;6;219;70,7;
"Costa de Garraf";05/2007;6;220;65,9;
"Costa de Garraf";04/2007;6;221;63,6;
"Costa de Garraf";03/2007;6;222;55,3;
"Costa de Garraf";02/2007;6;223;59,2;
"Costa de Garraf";01/2007;6;224;48,9;
"Costa de Garraf";12/2006;6;225;43,6;
"Costa de Garraf";11/2006;6;226;58;
"Costa de Garraf";10/2006;6;227;57,9;
"Costa de Garraf";09/2006;6;228;74,4;
"Costa de Garraf";08/2006;6;229;71,4;
"Costa de Garraf";07/2006;6;230;71;
"Costa de Garraf";06/2006;6;231;63;
"Costa de Garraf";05/2006;6;232;63;
"Costa de Garraf";04/2006;6;233;64,8;
"Costa de Garraf";03/2006;6;234;58,7;
"Costa de Garraf";02/2006;6;235;59,5;
"Costa de Garraf";01/2006;6;236;45,7;
"Costa Barcelona-Maresme";"08/2025 (p)";7;1;;..
"Costa Barcelona-Maresme";"07/2025 (p)";7;2;0;
"Costa Barcelona-Maresme";"06/2025 (p)";7;3;;z
"Costa Barcelona-Maresme";"05/2025 (p)";7;4;0;
"Costa Barcelona-Maresme";"04/2025 (p)";7;5;0;
"Costa Barcelona-Maresme";"03/2025 (p)";7;6;;z
"Costa Barcelona-Maresme";"02/2025 (p)";7;7;;z
"Costa Barcelona-Maresme";"01/2025 (p)";7;8;;z
"Costa Barcelona-Maresme";12/2024;7;9;0;
"Costa Barcelona-Maresme";11/2024;7;10;0;
"Costa Barcelona-Maresme";10/2024;7;11;0;
"Costa Barcelona-Maresme";09/2024;7;12;0;
"Costa Barcelona-Maresme";08/2024;7;13;;..
"Costa Barcelona-Maresme";07/2024;7;14;;z
"Costa Barcelona-Maresme";06/2024;7;15;;z
"Costa Barcelona-Maresme";05/2024;7;16;0;
"Costa Barcelona-Maresme";04/2024;7;17;0;
"Costa Barcelona-Maresme";03/2024;7;18;;z
"Costa Barcelona-Maresme";"02/2024 (p)";7;19;;z
"Costa Barcelona-Maresme";01/2024;7;20;;z
"Costa Barcelona-Maresme";12/2023;7;21;;z
"Costa Barcelona-Maresme";11/2023;7;22;;z
"Costa Barcelona-Maresme";10/2023;7;23;;z
"Costa Barcelona-Maresme";09/2023;7;24;;z
"Costa Barcelona-Maresme";08/2023;7;25;;z
"Costa Barcelona-Maresme";07/2023;7;26;;z
"Costa Barcelona-Maresme";06/2023;7;27;;z
"Costa Barcelona-Maresme";05/2023;7;28;;z
"Costa Barcelona-Maresme";04/2023;7;29;;z
"Costa Barcelona-Maresme";03/2023;7;30;;z
"Costa Barcelona-Maresme";02/2023;7;31;;z
"Costa Barcelona-Maresme";01/2023;7;32;;z
"Costa Barcelona-Maresme";12/2022;7;33;;z
"Costa Barcelona-Maresme";11/2022;7;34;;z
"Costa Barcelona-Maresme";10/2022;7;35;;z
"Costa Barcelona-Maresme";09/2022;7;36;;z
"Costa Barcelona-Maresme";08/2022;7;37;;z
"Costa Barcelona-Maresme";07/2022;7;38;;z
"Costa Barcelona-Maresme";06/2022;7;39;;z
"Costa Barcelona-Maresme";05/2022;7;40;;z
"Costa Barcelona-Maresme";04/2022;7;41;;z
"Costa Barcelona-Maresme";03/2022;7;42;;z
"Costa Barcelona-Maresme";02/2022;7;43;;z
"Costa Barcelona-Maresme";01/2022;7;44;;z
"Costa Barcelona-Maresme";12/2021;7;45;;z
"Costa Barcelona-Maresme";11/2021;7;46;;z
"Costa Barcelona-Maresme";10/2021;7;47;;z
"Costa Barcelona-Maresme";09/2021;7;48;;z
"Costa Barcelona-Maresme";08/2021;7;49;;z
"Costa Barcelona-Maresme";07/2021;7;50;;z
"Costa Barcelona-Maresme";06/2021;7;51;;z
"Costa Barcelona-Maresme";05/2021;7;52;;z
"Costa Barcelona-Maresme";04/2021;7;53;;z
"Costa Barcelona-Maresme";03/2021;7;54;;z
"Costa Barcelona-Maresme";02/2021;7;55;;z
"Costa Barcelona-Maresme";01/2021;7;56;;z
"Costa Barcelona-Maresme";12/2020;7;57;;z
"Costa Barcelona-Maresme";11/2020;7;58;;z
"Costa Barcelona-Maresme";10/2020;7;59;;z
"Costa Barcelona-Maresme";09/2020;7;60;;z
"Costa Barcelona-Maresme";08/2020;7;61;;z
"Costa Barcelona-Maresme";07/2020;7;62;;z
"Costa Barcelona-Maresme";06/2020;7;63;;z
"Costa Barcelona-Maresme";05/2020;7;64;;z
"Costa Barcelona-Maresme";04/2020;7;65;;z
"Costa Barcelona-Maresme";03/2020;7;66;;z
"Costa Barcelona-Maresme";02/2020;7;67;;z
"Costa Barcelona-Maresme";01/2020;7;68;;z
"Costa Barcelona-Maresme";12/2019;7;69;;z
"Costa Barcelona-Maresme";11/2019;7;70;;z
"Costa Barcelona-Maresme";10/2019;7;71;;z
"Costa Barcelona-Maresme";09/2019;7;72;;z
"Costa Barcelona-Maresme";08/2019;7;73;;z
"Costa Barcelona-Maresme";07/2019;7;74;;z
"Costa Barcelona-Maresme";06/2019;7;75;;z
"Costa Barcelona-Maresme";05/2019;7;76;;z
"Costa Barcelona-Maresme";04/2019;7;77;;z
"Costa Barcelona-Maresme";03/2019;7;78;;z
"Costa Barcelona-Maresme";02/2019;7;79;;z
"Costa Barcelona-Maresme";01/2019;7;80;;z
"Costa Barcelona-Maresme";12/2018;7;81;;z
"Costa Barcelona-Maresme";11/2018;7;82;;z
"Costa Barcelona-Maresme";10/2018;7;83;;z
"Costa Barcelona-Maresme";09/2018;7;84;;z
"Costa Barcelona-Maresme";08/2018;7;85;;z
"Costa Barcelona-Maresme";07/2018;7;86;;z
"Costa Barcelona-Maresme";06/2018;7;87;;z
"Costa Barcelona-Maresme";05/2018;7;88;;z
"Costa Barcelona-Maresme";04/2018;7;89;;z
"Costa Barcelona-Maresme";03/2018;7;90;;z
"Costa Barcelona-Maresme";02/2018;7;91;;z
"Costa Barcelona-Maresme";01/2018;7;92;;z
"Costa Barcelona-Maresme";12/2017;7;93;;z
"Costa Barcelona-Maresme";11/2017;7;94;;z
"Costa Barcelona-Maresme";10/2017;7;95;;z
"Costa Barcelona-Maresme";09/2017;7;96;;z
"Costa Barcelona-Maresme";08/2017;7;97;;z
"Costa Barcelona-Maresme";07/2017;7;98;;z
"Costa Barcelona-Maresme";06/2017;7;99;;z
"Costa Barcelona-Maresme";05/2017;7;100;;z
"Costa Barcelona-Maresme";04/2017;7;101;;z
"Costa Barcelona-Maresme";03/2017;7;102;;z
"Costa Barcelona-Maresme";02/2017;7;103;;z
"Costa Barcelona-Maresme";01/2017;7;104;;z
"Costa Barcelona-Maresme";12/2016;7;105;;z
"Costa Barcelona-Maresme";11/2016;7;106;;z
"Costa Barcelona-Maresme";10/2016;7;107;;z
"Costa Barcelona-Maresme";09/2016;7;108;;z
"Costa Barcelona-Maresme";08/2016;7;109;;z
"Costa Barcelona-Maresme";07/2016;7;110;;z
"Costa Barcelona-Maresme";06/2016;7;111;;z
"Costa Barcelona-Maresme";05/2016;7;112;;z
"Costa Barcelona-Maresme";04/2016;7;113;;z
"Costa Barcelona-Maresme";03/2016;7;114;;z
"Costa Barcelona-Maresme";02/2016;7;115;;z
"Costa Barcelona-Maresme";01/2016;7;116;;z
"Costa Barcelona-Maresme";12/2015;7;117;;z
"Costa Barcelona-Maresme";11/2015;7;118;;z
"Costa Barcelona-Maresme";10/2015;7;119;;z
"Costa Barcelona-Maresme";09/2015;7;120;;z
"Costa Barcelona-Maresme";08/2015;7;121;;z
"Costa Barcelona-Maresme";07/2015;7;122;;z
"Costa Barcelona-Maresme";06/2015;7;123;;z
"Costa Barcelona-Maresme";05/2015;7;124;;z
"Costa Barcelona-Maresme";04/2015;7;125;;z
"Costa Barcelona-Maresme";03/2015;7;126;;z
"Costa Barcelona-Maresme";02/2015;7;127;;z
"Costa Barcelona-Maresme";01/2015;7;128;;z
"Costa Barcelona-Maresme";12/2014;7;129;;z
"Costa Barcelona-Maresme";11/2014;7;130;;z
"Costa Barcelona-Maresme";10/2014;7;131;;z
"Costa Barcelona-Maresme";09/2014;7;132;;z
"Costa Barcelona-Maresme";08/2014;7;133;;z
"Costa Barcelona-Maresme";07/2014;7;134;;z
"Costa Barcelona-Maresme";06/2014;7;135;;z
"Costa Barcelona-Maresme";05/2014;7;136;;z
"Costa Barcelona-Maresme";04/2014;7;137;;z
"Costa Barcelona-Maresme";03/2014;7;138;;z
"Costa Barcelona-Maresme";02/2014;7;139;;z
"Costa Barcelona-Maresme";01/2014;7;140;;z
"Costa Barcelona-Maresme";12/2013;7;141;;z
"Costa Barcelona-Maresme";11/2013;7;142;;z
"Costa Barcelona-Maresme";10/2013;7;143;;z
"Costa Barcelona-Maresme";09/2013;7;144;;z
"Costa Barcelona-Maresme";08/2013;7;145;;z
"Costa Barcelona-Maresme";07/2013;7;146;;z
"Costa Barcelona-Maresme";06/2013;7;147;;z
"Costa Barcelona-Maresme";05/2013;7;148;;z
"Costa Barcelona-Maresme";04/2013;7;149;;z
"Costa Barcelona-Maresme";03/2013;7;150;;z
"Costa Barcelona-Maresme";02/2013;7;151;;z
"Costa Barcelona-Maresme";01/2013;7;152;;z
"Costa Barcelona-Maresme";12/2012;7;153;;z
"Costa Barcelona-Maresme";11/2012;7;154;;z
"Costa Barcelona-Maresme";10/2012;7;155;;z
"Costa Barcelona-Maresme";09/2012;7;156;;z
"Costa Barcelona-Maresme";08/2012;7;157;;z
"Costa Barcelona-Maresme";07/2012;7;158;;z
"Costa Barcelona-Maresme";06/2012;7;159;;z
"Costa Barcelona-Maresme";05/2012;7;160;;z
"Costa Barcelona-Maresme";04/2012;7;161;;z
"Costa Barcelona-Maresme";03/2012;7;162;;z
"Costa Barcelona-Maresme";02/2012;7;163;;z
"Costa Barcelona-Maresme";01/2012;7;164;;z
"Costa Barcelona-Maresme";12/2011;7;165;30,8;
"Costa Barcelona-Maresme";11/2011;7;166;24,6;
"Costa Barcelona-Maresme";10/2011;7;167;63,4;
"Costa Barcelona-Maresme";09/2011;7;168;78,4;
"Costa Barcelona-Maresme";08/2011;7;169;87,2;
"Costa Barcelona-Maresme";07/2011;7;170;80,9;
"Costa Barcelona-Maresme";06/2011;7;171;78,9;
"Costa Barcelona-Maresme";05/2011;7;172;56,8;
"Costa Barcelona-Maresme";04/2011;7;173;73,6;
"Costa Barcelona-Maresme";03/2011;7;174;54,7;
"Costa Barcelona-Maresme";02/2011;7;175;48,1;
"Costa Barcelona-Maresme";01/2011;7;176;24,3;
"Costa Barcelona-Maresme";12/2010;7;177;30,1;
"Costa Barcelona-Maresme";11/2010;7;178;27,3;
"Costa Barcelona-Maresme";10/2010;7;179;56,7;
"Costa Barcelona-Maresme";09/2010;7;180;74,1;
"Costa Barcelona-Maresme";08/2010;7;181;88,6;
"Costa Barcelona-Maresme";07/2010;7;182;77,3;
"Costa Barcelona-Maresme";06/2010;7;183;67,2;
"Costa Barcelona-Maresme";05/2010;7;184;54,6;
"Costa Barcelona-Maresme";04/2010;7;185;58,1;
"Costa Barcelona-Maresme";03/2010;7;186;51,3;
"Costa Barcelona-Maresme";02/2010;7;187;33,3;
"Costa Barcelona-Maresme";01/2010;7;188;20,3;
"Costa Barcelona-Maresme";12/2009;7;189;30,7;
"Costa Barcelona-Maresme";11/2009;7;190;33,3;
"Costa Barcelona-Maresme";10/2009;7;191;59,8;
"Costa Barcelona-Maresme";09/2009;7;192;73,3;
"Costa Barcelona-Maresme";08/2009;7;193;84,7;
"Costa Barcelona-Maresme";07/2009;7;194;79,1;
"Costa Barcelona-Maresme";06/2009;7;195;65,1;
"Costa Barcelona-Maresme";05/2009;7;196;55,1;
"Costa Barcelona-Maresme";04/2009;7;197;56,6;
"Costa Barcelona-Maresme";03/2009;7;198;49,2;
"Costa Barcelona-Maresme";02/2009;7;199;36,9;
"Costa Barcelona-Maresme";01/2009;7;200;17,3;
"Costa Barcelona-Maresme";12/2008;7;201;25,5;
"Costa Barcelona-Maresme";11/2008;7;202;42,6;
"Costa Barcelona-Maresme";10/2008;7;203;60,9;
"Costa Barcelona-Maresme";09/2008;7;204;77,4;
"Costa Barcelona-Maresme";08/2008;7;205;88,6;
"Costa Barcelona-Maresme";07/2008;7;206;84,3;
"Costa Barcelona-Maresme";06/2008;7;207;75,3;
"Costa Barcelona-Maresme";05/2008;7;208;63,1;
"Costa Barcelona-Maresme";04/2008;7;209;60,4;
"Costa Barcelona-Maresme";03/2008;7;210;53,8;
"Costa Barcelona-Maresme";02/2008;7;211;47,1;
"Costa Barcelona-Maresme";01/2008;7;212;35,3;
"Costa Barcelona-Maresme";12/2007;7;213;35,6;
"Costa Barcelona-Maresme";11/2007;7;214;43,1;
"Costa Barcelona-Maresme";10/2007;7;215;64;
"Costa Barcelona-Maresme";09/2007;7;216;83,7;
"Costa Barcelona-Maresme";08/2007;7;217;89,5;
"Costa Barcelona-Maresme";07/2007;7;218;82,6;
"Costa Barcelona-Maresme";06/2007;7;219;75,7;
"Costa Barcelona-Maresme";05/2007;7;220;59,8;
"Costa Barcelona-Maresme";04/2007;7;221;64,1;
"Costa Barcelona-Maresme";03/2007;7;222;54,8;
"Costa Barcelona-Maresme";02/2007;7;223;35,8;
"Costa Barcelona-Maresme";01/2007;7;224;29,8;
"Costa Barcelona-Maresme";12/2006;7;225;34,5;
"Costa Barcelona-Maresme";11/2006;7;226;47,6;
"Costa Barcelona-Maresme";10/2006;7;227;63,5;
"Costa Barcelona-Maresme";09/2006;7;228;82,7;
"Costa Barcelona-Maresme";08/2006;7;229;86,2;
"Costa Barcelona-Maresme";07/2006;7;230;86,8;
"Costa Barcelona-Maresme";06/2006;7;231;73,9;
"Costa Barcelona-Maresme";05/2006;7;232;61,3;
"Costa Barcelona-Maresme";04/2006;7;233;60,2;
"Costa Barcelona-Maresme";03/2006;7;234;62,8;
"Costa Barcelona-Maresme";02/2006;7;235;54,7;
"Costa Barcelona-Maresme";01/2006;7;236;44,9;
"Costa Barcelona";"08/2025 (p)";8;1;83,8;
"Costa Barcelona";"07/2025 (p)";8;2;81;
"Costa Barcelona";"06/2025 (p)";8;3;77,1;
"Costa Barcelona";"05/2025 (p)";8;4;75,5;
"Costa Barcelona";"04/2025 (p)";8;5;68,6;
"Costa Barcelona";"03/2025 (p)";8;6;63;
"Costa Barcelona";"02/2025 (p)";8;7;61,3;
"Costa Barcelona";"01/2025 (p)";8;8;53,7;
"Costa Barcelona";12/2024;8;9;49,1;
"Costa Barcelona";11/2024;8;10;62,6;
"Costa Barcelona";10/2024;8;11;72,8;
"Costa Barcelona";09/2024;8;12;80,7;
"Costa Barcelona";08/2024;8;13;83,5;
"Costa Barcelona";07/2024;8;14;80,2;
"Costa Barcelona";06/2024;8;15;76,7;
"Costa Barcelona";05/2024;8;16;72,4;
"Costa Barcelona";04/2024;8;17;67,8;
"Costa Barcelona";03/2024;8;18;58,9;
"Costa Barcelona";"02/2024 (p)";8;19;62;
"Costa Barcelona";01/2024;8;20;50;
"Costa Barcelona";12/2023;8;21;50,5;
"Costa Barcelona";11/2023;8;22;61,6;
"Costa Barcelona";10/2023;8;23;73,1;
"Costa Barcelona";09/2023;8;24;76,2;
"Costa Barcelona";08/2023;8;25;83,5;
"Costa Barcelona";07/2023;8;26;78,6;
"Costa Barcelona";06/2023;8;27;73,6;
"Costa Barcelona";05/2023;8;28;67,5;
"Costa Barcelona";04/2023;8;29;67,9;
"Costa Barcelona";03/2023;8;30;62,9;
"Costa Barcelona";02/2023;8;31;60,3;
"Costa Barcelona";01/2023;8;32;45,6;
"Costa Barcelona";12/2022;8;33;48,2;
"Costa Barcelona";11/2022;8;34;58,1;
"Costa Barcelona";10/2022;8;35;64,2;
"Costa Barcelona";09/2022;8;36;70;
"Costa Barcelona";08/2022;8;37;81,8;
"Costa Barcelona";07/2022;8;38;77,1;
"Costa Barcelona";06/2022;8;39;70,5;
"Costa Barcelona";05/2022;8;40;62,3;
"Costa Barcelona";04/2022;8;41;62,1;
"Costa Barcelona";03/2022;8;42;51;
"Costa Barcelona";02/2022;8;43;48,5;
"Costa Barcelona";01/2022;8;44;35,4;
"Costa Barcelona";12/2021;8;45;37,4;
"Costa Barcelona";11/2021;8;46;44,8;
"Costa Barcelona";10/2021;8;47;51,3;
"Costa Barcelona";09/2021;8;48;46,8;
"Costa Barcelona";08/2021;8;49;61,8;
"Costa Barcelona";07/2021;8;50;46,2;
"Costa Barcelona";06/2021;8;51;38,4;
"Costa Barcelona";05/2021;8;52;34,7;
"Costa Barcelona";04/2021;8;53;33,4;
"Costa Barcelona";03/2021;8;54;33;
"Costa Barcelona";02/2021;8;55;32,2;
"Costa Barcelona";01/2021;8;56;27,4;
"Costa Barcelona";12/2020;8;57;26,4;
"Costa Barcelona";11/2020;8;58;25,9;
"Costa Barcelona";10/2020;8;59;27,6;
"Costa Barcelona";09/2020;8;60;30,1;
"Costa Barcelona";08/2020;8;61;38,4;
"Costa Barcelona";07/2020;8;62;35,4;
"Costa Barcelona";06/2020;8;63;;..
"Costa Barcelona";05/2020;8;64;;..
"Costa Barcelona";04/2020;8;65;;..
"Costa Barcelona";03/2020;8;66;32,1;
"Costa Barcelona";02/2020;8;67;56,2;
"Costa Barcelona";01/2020;8;68;48,5;
"Costa Barcelona";12/2019;8;69;50,2;
"Costa Barcelona";11/2019;8;70;57,9;
"Costa Barcelona";10/2019;8;71;71,1;
"Costa Barcelona";09/2019;8;72;81,4;
"Costa Barcelona";08/2019;8;73;82,8;
"Costa Barcelona";07/2019;8;74;79,9;
"Costa Barcelona";06/2019;8;75;79,7;
"Costa Barcelona";05/2019;8;76;66,2;
"Costa Barcelona";04/2019;8;77;68,4;
"Costa Barcelona";03/2019;8;78;60,3;
"Costa Barcelona";02/2019;8;79;63;
"Costa Barcelona";01/2019;8;80;49,5;
"Costa Barcelona";12/2018;8;81;49,4;
"Costa Barcelona";11/2018;8;82;58,5;
"Costa Barcelona";10/2018;8;83;71,3;
"Costa Barcelona";09/2018;8;84;80,5;
"Costa Barcelona";08/2018;8;85;81,2;
"Costa Barcelona";07/2018;8;86;80,1;
"Costa Barcelona";06/2018;8;87;76;
"Costa Barcelona";05/2018;8;88;69,9;
"Costa Barcelona";04/2018;8;89;65,7;
"Costa Barcelona";03/2018;8;90;60,2;
"Costa Barcelona";02/2018;8;91;58,1;
"Costa Barcelona";01/2018;8;92;47,1;
"Costa Barcelona";12/2017;8;93;45,1;
"Costa Barcelona";11/2017;8;94;56;
"Costa Barcelona";10/2017;8;95;71,9;
"Costa Barcelona";09/2017;8;96;83,6;
"Costa Barcelona";08/2017;8;97;86,9;
"Costa Barcelona";07/2017;8;98;85,2;
"Costa Barcelona";06/2017;8;99;80,2;
"Costa Barcelona";05/2017;8;100;71,6;
"Costa Barcelona";04/2017;8;101;74,6;
"Costa Barcelona";03/2017;8;102;64,2;
"Costa Barcelona";02/2017;8;103;59,2;
"Costa Barcelona";01/2017;8;104;44,8;
"Costa Barcelona";12/2016;8;105;44,9;
"Costa Barcelona";11/2016;8;106;55,6;
"Costa Barcelona";10/2016;8;107;73,7;
"Costa Barcelona";09/2016;8;108;79,4;
"Costa Barcelona";08/2016;8;109;84;
"Costa Barcelona";07/2016;8;110;81,1;
"Costa Barcelona";06/2016;8;111;73,1;
"Costa Barcelona";05/2016;8;112;71,3;
"Costa Barcelona";04/2016;8;113;68,5;
"Costa Barcelona";03/2016;8;114;60,1;
"Costa Barcelona";02/2016;8;115;58,2;
"Costa Barcelona";01/2016;8;116;42,5;b
"Costa Barcelona";12/2015;8;117;41,2;
"Costa Barcelona";11/2015;8;118;46,4;
"Costa Barcelona";10/2015;8;119;69,8;
"Costa Barcelona";09/2015;8;120;71,4;
"Costa Barcelona";08/2015;8;121;82,2;
"Costa Barcelona";07/2015;8;122;73,1;
"Costa Barcelona";06/2015;8;123;66;
"Costa Barcelona";05/2015;8;124;64,9;
"Costa Barcelona";04/2015;8;125;61,1;
"Costa Barcelona";03/2015;8;126;57,5;
"Costa Barcelona";02/2015;8;127;49,1;
"Costa Barcelona";01/2015;8;128;35,6;b
"Costa Barcelona";12/2014;8;129;36;
"Costa Barcelona";11/2014;8;130;43,6;
"Costa Barcelona";10/2014;8;131;66,1;
"Costa Barcelona";09/2014;8;132;75,8;
"Costa Barcelona";08/2014;8;133;85,6;
"Costa Barcelona";07/2014;8;134;72,7;
"Costa Barcelona";06/2014;8;135;69,6;
"Costa Barcelona";05/2014;8;136;57,5;
"Costa Barcelona";04/2014;8;137;55,3;
"Costa Barcelona";03/2014;8;138;48,4;
"Costa Barcelona";02/2014;8;139;46,1;
"Costa Barcelona";01/2014;8;140;30,5;
"Costa Barcelona";12/2013;8;141;34,8;
"Costa Barcelona";11/2013;8;142;45,5;
"Costa Barcelona";10/2013;8;143;62,7;
"Costa Barcelona";09/2013;8;144;77,5;
"Costa Barcelona";08/2013;8;145;86,4;
"Costa Barcelona";07/2013;8;146;78,9;
"Costa Barcelona";06/2013;8;147;72,3;
"Costa Barcelona";05/2013;8;148;61,6;
"Costa Barcelona";04/2013;8;149;55,2;
"Costa Barcelona";03/2013;8;150;44,7;
"Costa Barcelona";02/2013;8;151;41,4;
"Costa Barcelona";01/2013;8;152;32,8;
"Costa Barcelona";12/2012;8;153;31,4;
"Costa Barcelona";11/2012;8;154;44,1;
"Costa Barcelona";10/2012;8;155;58,2;
"Costa Barcelona";09/2012;8;156;78,4;
"Costa Barcelona";08/2012;8;157;85,4;
"Costa Barcelona";07/2012;8;158;81,8;
"Costa Barcelona";06/2012;8;159;71,6;
"Costa Barcelona";05/2012;8;160;61;
"Costa Barcelona";04/2012;8;161;64,2;
"Costa Barcelona";03/2012;8;162;49,5;
"Costa Barcelona";02/2012;8;163;43,8;
"Costa Barcelona";01/2012;8;164;35,3;
"Costa Barcelona";12/2011;8;165;;z
"Costa Barcelona";11/2011;8;166;;z
"Costa Barcelona";10/2011;8;167;;z
"Costa Barcelona";09/2011;8;168;;z
"Costa Barcelona";08/2011;8;169;;z
"Costa Barcelona";07/2011;8;170;;z
"Costa Barcelona";06/2011;8;171;;z
"Costa Barcelona";05/2011;8;172;;z
"Costa Barcelona";04/2011;8;173;;z
"Costa Barcelona";03/2011;8;174;;z
"Costa Barcelona";02/2011;8;175;;z
"Costa Barcelona";01/2011;8;176;;z
"Costa Barcelona";12/2010;8;177;;z
"Costa Barcelona";11/2010;8;178;;z
"Costa Barcelona";10/2010;8;179;;z
"Costa Barcelona";09/2010;8;180;;z
"Costa Barcelona";08/2010;8;181;;z
